ID,Positive,Negative,Tweet
1359100515661930497,,,ขอระบายหน่อย ไม่ได้หมายถึงเรานะหมายถึงหน่วยงานอ่ะช่วยทำไรกับการระบายน้ำหน่อย นี้คือทางไปรพ.เจริญกรุงซึ่งน้ำไม่ระบายท่วมยันฟุตบาท และน้ำเข้าบ้านชาวบ้านบางคนด้วยเพราะกั้นปูนเตี้ยไป ขออนุญาตติด#อื่นๆด้วยนะคะ
1359095516647198721,,,หวานนน รับโปรวาเลนไทน์ หน้ากากผ้าเซ็ทคู่ ฿
1359094519396933636,,,นี่ไง ควรตรวจเชิงรุกชาวกรุงเทพได้แล้วค่าาาาาาา ยิ่งใจกลางเมืองยิ่งควรตรวจ
1359085877666877440,,,พล.อ.ประยุทธ์แถลงหลังประชุมครม.ได้รับการยืนยัน วัคซีนโควิด ถึงไทยลอตแรกแสนโดส ปลาย ก.พ.นี้ย้ำเตรียมแผนฉีดกลุ่มเสี่ยงพร้อมแล้ว
1359084904735141890,,,อย่าให้รู้ว่ามึงฉีดน่ะ ไอ้หมอ
1359084023440494594,,,กทม.ติด โควิด วันนี้เพิ่ม ราย รวมยอดผู้ป่วย คน
1359083573785944064,,,ด่วน แม่บ้านจุฬาฯติดเชื้อโควิด กรุงเทพมหานคร เปิดไทม์ไลน์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ รายที่ ทำหน้าที่ดูแลทำความสะอาดที่อาคารจุฬานิวาส เก็บกวาดพื้นบริเวณลานพระรูปจุฬา
1359082164411764743,,,ด่วน รปภ.จุฬาฯติดเชื้อโควิด กรุงเทพมหานคร เปิดไทม์ไลน์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ รายที่ ทำหน้าที่รักษาความปลอดภัย เดินส่งข้าวอาหารให้ผู้พักอาศัยที่อาคารจุฬานิเวศน์ เดินตลาดสวนหลวง
1359037147718688769,,,อัพเดตผู้ป่วยรายใหม่ + ราย ‼
1359024264209338371,,,ไทยพบติดโควิดเพิ่ม ราย ในประเทศ มาจากนอก รักษาหายอีก ราย
1359019888715595781,,,ย้ำอีกครั้ง คุณสมบัติผู้ได้สิทธิรับ จากโครงการ ม. เรารักกัน
1359009292339146755,,,สถานการณ์โรคโควิด ระลอกใหม่ ในพื้นที่กรุงเทพฯ ข้อมูลปัจจุบัน วันนี้ ก.พ. พบผู้ป่วยรายใหม่เพิ่ม ราย ผู้ป่วยสะสม ราย
1359007111779287041,,,โรงเรียนสายปัญญา ประกาศปิดสถานศึกษายาว เหตุพบผู้ป่วยโควิด คนพักหอย่านเดียวกับ นร.
1358996995092848645,,,ร.ร.สายปัญญาฯ ประกาศปิดเรียน ก.พ.
1358971420676558850,,,อ่วมต่อเนื่องแบบไม่มีอะไรมากั้น
1358777144759865347,,,ความเดือดร้อนของคนในชาติจะไม่เกิดถ้ามีผู้นำมีศีลในใจ
1358769740915892224,,,นายกประเทศไทยใจดีมากๆ . ที่ให้แรงงานต่างด้าวพม่ากว่า คน ที่ลักลอบเข้ามาทำงานในไทย สามารถขึ้นทะเบียนให้ถูกกฎหมายได้เลย แต่ไม่มีการจัดการ ขบวนการขนแรงงานข้ามชาตินะ
1358753313697669127,,,สุชาติเคลียร์ชัดรับ พัน โครงการ ม เรารักกัน
1358719605812776963,,,สรุปไทม์ไลน์ โควิดกรุงเทพ ล่าสุด ก.พ. เพิ่ม ราย เดินทาง โรงงาน ตลาดสด
1358710269996724228,,,# เริ่มไม่สวมหน้ากากอนามัยกันอีกแล้ว .. โดยเฉพาะคนขายอาหารตามร้านข้างทาง หลายร้านเลย ทั้งขายข้าวแกง ร้านส้มตำ ร้านก๋วยเตี๋ยว ไม่ก็ใส่แต่ดึงลงมาใต้ข้าง แล้วไม่ใส่กลับไปอีกเลย ระบาดอีกรอบแล้วอย่ามาโอดครวญ
1358676090366029827,,,เอาใจคู่รัก โปร วาเลนไทน์ หน้ากากผ้าเซ็ทคู่รัก จัดไป ฿ ไปตำ &;
1358669687526027264,,,เปิด เขต กทม. เจ้าหน้าที่ระดมค้นหาเชิงรุก พบติดเชื้อ ราย
1358668402047389697,,,คืบหน้าผลสอบสวนโรคพบผู้ป่วยโควิดจุฬาฯ ราย พร้อมติดตามผู้สัมผัสเสี่ยงสูงเสี่ยงต่ำ
1358663251622457345,,,#กรุงเทพมหานคร ประกาศงดจัดงานตรุษจีนที่เยาวราชในปีนี้ ด้วยเหตุผลจากการแพร่ระบาดของโควิด
1358660212563972096,,,ไทยพบผู้ติดเชื้อโควิด เพิ่ม ราย ในประเทศ กลับจากตปท. สะสม ราย
1358656885981810688,,,ศบค.เผยคลัสเตอร์แม่ค้าขายหมู ตระเวนรับหมูหลายจังหวัด ทำเชื้อโควิดกระจายติดเชื้อ ราย
1358655273645187074,,,กทม.ติดโควิดเพิ่ม ราย รวมยอดสะสมทะลุ ราย ยอดสะสมอันดับ ของประเทศรองจากสมุทรสาครที่มีผู้ติดเชื้อจำนวน
1358652000175464448,,,คนกรุงเทพไม่ใส่ กันหลายคนนะ เห็นไปตลาดกันไม่ใส่ นอกจากโควิด แล้ว อย่าลืมนะ ฝุ่น . ด้วย
1358649674891030530,,,โควิด วันนี้ ได้เฮเชื้อต่ำต่อเนื่อง คลัสเตอร์ใหม่แม่ค้าอัมพวา ติดไปแล้ว คน
1358628271533920257,,,ตัวแทนประกันชีวิตติดเชื้อโควิด กรุงเทพมหานคร เปิดไทม์ไลน์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ รายที่ เดินห้างสรรพสินค้าหลายแห่ง ตลาดสำเพ็ง ตลาดอินดี้ จมูกรู้สึกสัมผัสกลิ่นลดลง
1358604190491152385,,,คนไทยตรวจเจอไม่เสียเงิน ตรวจไม่เจอเสียเงิน พม่าตรวจฟรี
1358604171121860610,,,ชี้เป้าทางช้อป &; โปรโมชั่น สุดคุ้ม เริ่มต้นเพียง .
1358599574676516866,,,ควายตัวไหนออกกฎหมายห้ามชุมนุมล่ะมันควายจริงๆโง่ชิบหอย แดกหญ้าตลอดเลย
1358461480161579011,,,รีไปหน่อยค้าบ ใครที่ตกงานอยู่แล้วอยากรับจ๊อบเดินสาย บ้านเรามั้ย มีอุปกรณ์ครบแล้วขาดแค่ช่างมาเดินสายให้ ใครสนใจรีพลายไว้เลยงับเดี๋ยวทักไป
1358401686973214720,,,#กทม.เผยไทม์ไลน์ผู้ป่วย โควิด จำนวน ราย ส่วนใหญ่ทำงานในโรงงาน เขตภาษีเจริญ
1358379355106209799,,,เป็นตัวของตัวเองเถอะ ถ้าวันไหนเบื่อค่อยมาเป็นของเรา
1358358860562534401,,,อยากรู้อะ ว่าอาการเจ็บคอโควิด มีอาการเจ็บยังไง ใครเคยเป็นโควิดแล้ว แชร์ความรู้ให้ฟังหน่อยค่ะ #โควิด
1358354831711170560,,,เปิดไทม์ไลน์ผู้ติดเชื้อ โควิด กทม. เพิ่มอีก ราย กระจายหลายพื้นที่
1358294588398522369,,,รัฐชี้ ตายายผู้ไม่มีสมาร์ทโฟน ลงทะเบียน เราชนะ ผ่านธนาคารรัฐ ออมสิน ธ.ก.ส. กรุงไทย ทุกสาขา ตั้งแต่ ก.พ.เป็นต้นไป ยังไม่มีกำหนดปิดรับ
1358293512211427329,,,#ศบค.เผยติดเชื้อโควิดรายใหม่ ราย เร่งหารือคลายล็อก สมุทรสาครกทม. สิ้น ก.พ. นี้
1358257068021489664,,,นครชัยศรี ติดเชื้อเพิ่มอีก ราย จังหวัดนครปฐม รายงานสถานการณ์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ พบผู้ป่วยยืนยัน รายใหม่ ราย เพศหญิงอายุ ปี ต.กำแพงแสน อ.กำแพงแสน ยอดผู้ป่วยสะสม ราย พักรักษาตัวในโรงพยาบาล ราย
1358235398934171648,,,ศบค.ให้แสกนไทยชนะเวลาเข้าห้าง อยากรู้ว่าเวลามีคนติด ทางภาครัฐใช้ระบบในการค้นหาคนในช่วงเวลานั้นหรือเรียกคนเป็นมาเปิด ถ้าหากไม่ใช้ระบบแล้วจะเสียเวลาแสกนทำไม
1358216623325257728,,,จุฬาฯ คุมเข้มมาตรการสป้องกันโควิดหลังพบผู้ติดเชื้อ ใครที่ไปแถวนั้นหรือรู้จักกับบุคคลที่ติดเชื้อ ก็สังเกตอาการตัวเองก่อน ไปรับตรวจที่โรงพยาบาลนะครับ
1357995451010609152,,,#โควิดกรุงเทพ ดูไม่ค่อยดี อย่าได้วางใจไปนะครับ พยายามรักษามาตรการรักษาความปลอดภัยเวลาออกจากบ้าน ล้างมือ ปิดมาสก์ เว้นระยะห่าง และหลีกเลี่ยงที่ชุมชน งดฉลองไปชั่วคราวก่อนนะครับ
1357995423391047680,,,#โควิดกรุงเทพ วันนี้ ติดเชื้อเพิ่ม ราย กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1357983096931454977,,,เปิดรายชื่อ เขต ที่กทม.ลุยตรวจโควิด เชิงรุกในโรงงาน
1357960011540885504,,,ด่วน กทม.ติดเชื้อโควิดพุ่ง ราย กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1357947418189336577,,,การค้นหาผู้ป่วยโควิด เชิงรุก ในพื้นที่ เขตของ กทม. จนถึงวันที่ ก.พ. พบติดเชื้อสะสม ราย จากแรงงาน คนในโรงงาน แห่ง จากพื้นที่ เขต ได้แก่ เขตภาษีเจริญ บางแค หนองแขม บางบอน จอมทอง บางขุนเทียน
1357934850133487617,,,สอบสวนโรคเพิ่มเคสผู้ป่วยติดเตียง ปี ติดเชื้อจากผู้ดูแลชาวเมียนมา
1357770516539482113,,,กทม.เปิดไทม์ไลน์ผู้ติดเชื้อโควิดเพิ่ม ราย พบเชื่อมโยงดีเจมะตูม
1357727344266416130,,,ประโยชน์มากมาย ไม่ได้ใช้แค่ฉีดมือ มากกว่า กลิ่นให้เลือก
1357725049583587329,,,#โควิดกรุงเทพ เดินทางจากระยองกรุงเทพ ต้องขอหนังสืออนุญาตเดินทางและกักตัวไหมคะ
1357683658325327875,,,ลุงอนุทินบอก วัคซีนในโครงการนี้เพื่อประเทศที่ยากจน ส่วนไทยรวยปานกลาง เลยเมินจะร่วมโครงการนี้ ... สิงคโปร์
1357660631818641408,,,ยกเคสปาร์ตี้ส่วนตัวในกรุงเทพฯ งาน ปัจจัยเสี่ยงแพร่เชื้อ
1357652919093325830,,,เจอพนักงาน คนติดโควิด สั่งกักตัวกลุ่มเสี่ยง โรงงาน
1357648977949204480,,,เปิดไทม์ไลน์ ผู้ติดเชื้อรายใหม่ กทม. พบบุคลากรแพทย์ และกลุ่มก้อนร้านอาหารดัง อ่านต่อ
1357645785656082435,,,หลายจุดเสี่ยง โควิดกรุงเทพ ล่าสุด ก.พ. ห้างดัง รถเมล์ โรงงาน
1357644036312600577,,,เผยผลตรวจพนง.ติดโควิด ราย ยังเปิดโรงงานตามปกติ
1357625554271232002,,,กทม.เปิดไทม์ไลน์ศิลปิน กรุงเทพมหานคร เปิดไทม์ไลน์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ รายที่ เดินห้างสรรพสินค้าหลายแห่ง ออกกำลังกายที่สวนวชิรเบญจทัศ จตุจักร ไปถ่ายทำรายการที่ตึก ร้านกะทิบ้านอาหารไทยและขนม
1357617030749323267,,,เเผนที่เเสดงเขตการพบติดเชื้อในช่วง วันที่ผ่านมา กรุงเทพมหานคร
1357612548502261762,,,#โควิดกรุงเทพ วันที่ ก.พ. พบผู้ติดเชื้อติดเชื้อโควิดเพิ่ม ราย กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1357610242180145152,,,กทม.เปิดรายชื่อ เขต ไม่พบผู้ติดเชื้อโควิด มาแล้ว วัน
1357597733708726275,,,พี่ทหารมอบเตียงผู้ป่วยปรับระดับให้ครอบครัวกำลังพลและประชาชน ที่มีผู้ป่วย ตามโครงการ ในช่วงการป้องกัน ตนเองจากเชื้อ
1357552343491899392,,,ศบค. แถลงยอดผู้ติดเชื้อ โควิด วันนี้ ไทยพบผู้ติดเชื้อรายใหม่เพิ่ม ราย เป็นติดเชื้อภายในประเทศ คน ยอดผู้ป่วยสะสม ราย ไม่พบผู้เสียชีวิตเพิ่ม.
1357537933843128321,,,เช็กเลย เขต กทม. ไม่พบผู้ติดเชื้อ โควิดกรุงเทพ
1357497924138115072,,,อัพเดต เขตกทม.ปลอดเชื้อโควิด เกิน วัน สยามรัฐ
1357339407129276421,,,#เปิดผลสุ่มตรวจเชิงรุก โรงงานจาก เขต กทม.พบติดเชื้อ คน
1357333773201850374,,,เปิดผลสุ่มตรวจเชิงรุก โรงงานจาก เขต กทม.พบติดเชื้อ คน
1357303147794989060,,,เปิด เขต กทม. ไม่พบผู้ติดเชื้อมาแล้ว วัน
1357268760747515904,,,ประทัดไม่มี สิงโตไม่มา เพราะปีนี้สำนักงานเขตสัมพันธวงศ์ งดจัดงานตรุษจีนเยาวราช เนื่องจากสถานการณ์โควิด . . พล.ต.อ.อัศวิน ขวัญเมือง ผู้ว่าราชการกรุงเทพมหานคร .
1357256882327490561,,,พล.ต.อ.อัศวิน ขวัญเมือง ผู้ว่าฯ กทม.ระบุปีนี้ กทม. งดจัดเทศกาลตรุษจีนเยาวราช หลังสถานการณ์แพร่ระบาดของโรค
1357246630051737606,,,ด่วน อนุทิน เผย วัคซีนล็อตแรก ก.พ. แอสตราฯ เปลี่ยนต้นทางจากยุโรป เป็นเอเซีย เลี่ยงปัญหาอียูจำกัดส่งออก
1357244526860075010,,,ราชกิจจานุเบกษา ออกประกาศห้ามชุมนุม ทำกิจกรรมมั่วสุม เสี่ยงแพร่ โควิด ระบาด พบฝ่าฝืนมีโทษหนักทั้งจำทั้งปรับ
1357227388808036358,,,กทม.ติดโควิดเพิ่ม ราย รวมยอดสะสมทะลุ ราย ยอดสะสมอันดับ ของประเทศ
1357223359923191814,,,ด่วน กทม.ติดโควิดเพิ่ม ราย กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1357218580782223360,,,จากรายแรกถึงปัจจุบัน รวมไทม์ไลน์ผู้ติดเชื้อโควิดระลอกใหม่ใน กทม.
1357208735073132544,,,พื้นที่ที่รายงานผู้ป่วยยืนยัน เเละผลการตรวจในสถานประกอบการของกรุงเทพมหานคร
1357161963428581376,,,ไทม์ไลน์ โควิดกรุงเทพ ติดเชื้อเล่นเกมส์กับเพื่อนที่บ้าน ดื่มน้ำแก้วเดียวกัน
1356970567149133825,,,ด่วน กทม.ติดโควิดเพิ่ม ราย ศบค.กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1356965632776970246,,,ศบค.รายงานข่าวเศร้าไทยพบผู้เสียชีวิตเพิ่ม ราย โควิดวันนี้ ราย
1356958635469889539,,,อัพเดทไทม์ไลน์ผู้ติดเชื้อโควิดกทม.เพิ่ม ราย
1356933476792946698,,,สรุปสถานการณ์ โควิดกรุงเทพ ล่าสุด ก.พ. รวม ราย
1356925150088753156,,,บุกจับก๊วนนายแบบพริตตี้ จัดปาร์ตี้ยาเค อ้างเจอพิษโควิด ทำตกงาน เลยเช่าบ้านหรูวันละ หมื่น พร้อมบาร์โฮสดีเจ ร่วมจัด ปาร์ตี้ยาเคเมามัน
1356907466785660928,,,นายสุชาติ ชมกลิ่น รมว.แรงงาน ให้สัมภาษณ์หลังเข้าพบ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ว่า นายกฯ เห็นชอบมาตรการช่วยเหลือแรงงานผู้ประกันตนมาตรา
1356906275129356288,,,สธ.เผยโควิด ไทยลำดับ โลก ยันวัคซีนปลอดภัย เรียนรู้ข้อมูลจาก ตปท.
1356858182065287168,,,กทม.ติดโควิดเพิ่ม ราย รวมสะสมทะลุ ราย ยอดสะสมอันดับ ของประเทศ
1356849649810890752,,,#แต้วณฐพร ไม่ปล่อยให้สงสัยนาน เคลียร์ดราม่าม้วนเดียวจบ โชว์ผลตรวจโควิดอีกรอบ
1356826645911461889,,,ผู้ติดเชื้อใน กทม.เป็นกลุ่มคนที่เข้ามาขอตรวจคัดกรองมากกว่าการสุ่มตรวจเจอ ล่าสุดมีผู้ติดเชื้อแล้ว คน ยังไม่รวมตัวเลขสุ่มตรวจจากโรงงานในเขตภาษีเจริญ
1356798129908051970,,,#เราติดยังนะ ยังเป็นคำถามอยู่ทุกวัน เพราะไม่มีทางรู้เลยว่าเชื้อ
1356787875690418178,,,ตอนแรกเข้าใจว่าเค้ามีไหว้สักการะเจ้าที่ พอพี่แกรบมา อ๋อเลยตู...
1356782607183138818,,,#กทม.สั่งปิดร.ร.วัดจันทร์ประดิษฐารามชั่วคราว หลังพบโควิดในโรงงานย่านภาษีเจริญ
1356622254868553728,,,ควรปิดทุกเขตค่ะ เพราะมันเสี่ยงไปหมดดดดด ผลของการเปิด เป็นใงล่าาาาา สมใจอยากกกก
1356599663466479623,,,กทม.สั่งปิดสถานรับเลี้ยงเด็ก และ ศูนย์พัฒนาเด็กเล็ก เด็กก่อนวัยเรียน ในเขตบางบอน ภาษีเจริญ หนองแขม ชั่วคราว ตั้งแต่ ก.พ. นี้
1356594192001032192,,,#ด่วนกทม.สั่งปิดโรงเรียน หลังตรวจ
1356594025260744704,,,#เป่าเทียนไปกี่แท่งคะอีฝุ่นใต้ตีน
1356586114115457025,,,เป่าเทียนไปกี่แท่งคะอีฝุ่นใต้ตีน
1356580937207664645,,,ด่วนกทม.สั่งปิดโรงเรียน หลังตรวจ
1356580496323473410,,,กทม.ช็อค + ราย หลังตรวจเชิงรุกโรงงาน เสี่ยงสูง ราย จ่อตรวจอีก คน โรงงานในเครือ พร้อมสั่งปิดรร.ใกล้เคียงแล้ว
1356573693233647621,,,ด่วน กรุงเทพฯ ประกาศปิดโรงเรียนป้องกันโควิดแพร่กระจาย
1356538141247631366,,,นายกฯแจงอปท.ชะลอเรียกคืนฟ้องร้องปมเบี้ยผู้สูงอายุแล้ว ชี้ทุกฝ่ายกำลังตรวจสอบแก้ไขปัญหา บอกคุณตาคุณยายไม่ต้องห่วง รับปากดูแลไม่ให้ทุกคนเดือดร้อน
1356533725563998208,,,#โควิดกรุงเทพ ยังไม่นิ่ง ติดเชื้อ
1356500834633175040,,,ด่วน กทม.ยอดติดโควิดพุ่ง ราย ศบค.กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1356498978141921280,,,คนกรุงเทพนี่มันเทพจริงๆนะ
1356493889016750080,,,การทำการตรวจค้นหาเชิงรุก.. กรุงเทพมหานคร
1356488125275467777,,,เสี่ยหนู ยืนยัน ขั้นตอนการจัดหาวัคซีนโควิด ของไทยเหมาะสม ลั่น ไม่ยอมให้ใครมาทดลองวัคซีนกับคนไทย เพื่อแลกกับการได้ชื่อว่าได้วัคซีนก่อน
1356451994844553216,,,อนุทิน กังวล ม็อบชุมนุมหน้าสถานทูตเมียนมาเสี่ยงแพร่โควิด ติง ปัญหาบ้านโน้น จะมายุ่งอะไรกับบ้านนี้ ส่วนเรื่อง วัคซีนโควิดขออย่าเอาไปเปรียบกับประเทศอื่น
1356429445054091264,,,#โคกทม.ชี้แจงกรณีเผยแพร่ไทม์ไลน์ผู้ป่วยบางรายคลาดเคลื่อน โดยจะมีการเพิ่มขั้นตอนตรวจสอบก่อนเผยแพร่ไทม์ไลน์ เช่น ยืนยันกับตัวผู้ป่วยอีกครั้ง เน้นความถูกต้องรวดเร็วเพื่อให้ประชาชนรับรู้และป้องกันได้ทันเวลา
1356428307458256897,,,กทม.ชี้แจงกรณีเผยแพร่ไทม์ไลน์ผู้ป่วยบางรายคลาดเคลื่อน โดยจะมีการเพิ่มขั้นตอนตรวจสอบก่อนเผยแพร่ไทม์ไลน์ เช่น ยืนยันกับตัวผู้ป่วยอีกครั้ง เน้นความถูกต้องรวดเร็วเพื่อให้ประชาชนรับรู้และป้องกันได้ทันเวลา
1356425850212683780,,,รู้ยังเขตไหนในกทม.ที่มีผู้ติดเชื้อโควิด สูงสุด
1356399613536735237,,,สำเร็จไปอีกขั้นหนึ่งคนอเมริกันได้รับวัคซีนมากกว่าจำนวนเคสที่มีอยู่ ฉีดวันละ.ล้าน รวมฉีดไปแล้วล้าน เรามีความหวังกันละ
1356391490264600577,,,เปิดไทม์ไลน์ กทม. ผู้ป่วยโควิดรายใหม่ นักเรียนนักศึกษา ติดเชื้อจากคนใกล้ชิด
1356327068145868801,,,เปิดไทม์ไลน์ผู้ติดเชื้อโควิดกทม.เพิ่มอีก ราย
1356275675578081280,,,#โควิดสถานการณ์ สรุปยอด ณ วันที่ ก.พ. เวลา . น.
1356253329907539970,,,วันที่ผ่านมา กรุงเทพพบผู้ติดเชื้อ
1356248496827891717,,,โฆษก กทม. เปิดไทม์ไลน์ผู้ติดเชื้อโควิด ระบาดระลอกใหม่ เพิ่มอีก ราย ส่วนใหญ่มาจากการสัมผัสผู้ป่วยที่เป็นคนในครอบครัว หรือจากคนในที่ทำงาน มีทั้ง นักเรียนนักศึกษาแม่บ้านหนุ่มขายออนไลน์
1356245530515390464,,,อัปเดต โควิดกรุงเทพ ก.พ. กทม. ผู้ติดเชื้อ รวมกว่า ราย
1356233942236422145,,,นักธุรกิจออนไลน์ติดเชื้อจากเพื่อน กทม.เปิดไทม์ไลน์ผู้ป่วยโรคติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ รายที่ ที่อยู่เขตคลองเตย ทำงานย่านสุขุมวิท ไปรับประทานอาหารที่ร้านเอ๋ซีฟู้ด แถวถนนบรรทัดทอง
1356232231623118848,,,ด่วน นศ.เรียนออนไลน์ติดโควิด กทม.เปิดไทม์ไลน์ ผู้ป่วยโควิด รายที่ อยู่หอพักย่านถนนอิสรภาพ เขตธนบุรี เรียนออนไลน์ ไปพักห้องเพื่อน
1356199380743827459,,,เปิด เขตกทม.ตรวจเชิงรุก พบผู้ติดเชื้อแล้ว ราย
1356184069868974080,,,ต้องขอบคุณเศรษฐกิจยุคนี้ และ โควิดที่สถิตอยู่กับเรานานเหลือเกินนะคะพี่น้องชาวไทย
1356180854477713411,,,ตรวจเชิงรุก โรงงานใน กทม. ราย ผลพบเชื้อ ราย ผลการตรวจค้นหาเชิงรุกโควิด โรงงานในกรุงเทพมหานคร จำนวน โรงงาน ค้นหาเชิงรุกทั้งสิ้น ราย ผลพบเชื้อ ราย คิดเป็น . สถานการณ์ยังถือว่าควบคุมได้‼
1356161282513260545,,,เปิด โรคประจำตัว เตรียมตัวฉีดวัคซีนโควิด เป็นกลุ่มแรก
1356153184973185027,,,เขต กทม.สแกน รง.ตรวจเชิงรุกหมื่นราย เจอติดเชื้อ สยามรัฐ
1356139647882190849,,,เพิ่งจะเปิดต้องปิดอีกแล้วจ้าาาาาาาาาา เฮ้ออออ บอกแล้วว่ามันไม่ปลอดภัยหรอก
1356121045246345221,,,#ดีเจมะตูม นางจบจากคณะอักษรศาสตร์ จากศิลปากร จริงๆป่าวคะ ถ้าจริงก็ถือว่านางเก่งอยู่นะ
1356114617630527491,,,จากการที่เรามาเรียนมหาลัยวันนี้นั้นเห็นคนกทม.ในรถเมล์ไม่เว้นระยะห่าง ขึ้นลิฟท์อัดแน่น อากาศไม่ถ่ายเท ได้แต่ถาม ฉันมาทำอะไรที่นี่
1356114500286484481,,,สวนกุหลาบวิทยาลัยราชบพิธ ประกาศปิดเรียนต่อถึง ก.พ.นี้ โดยระหว่างนี้ให้จัดการเรียนการสอนออนไลน์ แจงเหตุนักเรียนบางคนพักอยู่พื้นที่เสี่ยง
1356110849803309056,,,มอบความพิเศษให้ตลอดเดือนแห่งความรักนี้ไปกับดับเบิ้ลทรี คุ้มสุดๆ ช้อปเลย
1356106940271579142,,,กรุงเทพมหานคร เผยตัวเลขการตรวจโควิด แบบค้นหาเชิงรุกในพื้นที่ จำนวน ราย
1356103826734870529,,,เด็ก ๆ ป้องกันตัวเองนะ เอาจริงๆ ยังไม่น่าเปิด
1356097025356361734,,,กทม.เพิ่มขั้นตอนตรวจสอบก่อนเผยแพร่ ไทม์ไลน์โควิด เน้นความถูกต้องรวดเร็ว เพื่อให้ประชาชนได้รับรู้และป้องกันตนเองได้ทันเวลา
1356038956148645890,,,ตื่นเช้ามา เพจหมอแล็บแพนด้า มาช่วยดันให้พวกเราในเฟส ไปคอมเม้นเรียกร้องสิทธิ์ของพวกเรากันนะคะ
1355951091171516418,,,อันนี้โคดปัง คอนเสิร์ตในยุค
1355948060463915009,,,มกราคม มันก็แค่ท่อนอินโทรดักชั่นของโควิทระลอกสอง ปีนี้ยังอีกยาวไกล ท่อนฮุคจะหนักหน่วงแค่ไหน เตรียมใจไว้ให้ดี ที่แน่ๆ.. หนักเหนื่อยแน่
1355912301656727554,,,วันก่อน ฉ. บอกจัดเลี้ยงได้ไม่เกิน ชั้นก็ดีลงานแต่งเรียบร้อยไม่เกิน คนแน่ แล้วก็มาประกาศ ฉ. จำกัด คน เห้อมาก
1355901347241943041,,,เร่งหาสาเหตุติดเชื้อโควิด กทม.เปิดไทม์ไลน์ ผู้ป่วยโควิด รายที่ เดินเข้าห้างสรรพสินค้าหลายแห่ง ไปสนามแบดมินตัน รับประทานอาหารที่ร้านหลายแห่ง ไปธนาคารกรุงศรีอยุธยา
1355891877149429765,,,ข้อมูลคนเพิ่มค่ะ กะเทยนอกรีดพวกนี้ รีกันด้วยค่ะ
1355848697179856897,,,ท่านรู้สึกอย่างไรเมื่อได้เห็นภาพนี้ แล้วพรุ่งนี้เปิดเรียน
1355848027676823553,,,กทม.พบผู้ป่วยติดโควิดเพิ่ม ราย สถานการณ์แพร่ระบาด กรุงเทพมหานคร วันที่ มกราคม พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1355838629428531200,,,ฟังเสียงผู้เรียนหน่อยนะคะ
1355838440567427075,,,จะเปิดพน.เเล้วค่ะ ออกมาพูดอะไรให้มากกว่านี้หน่อย
1355838349223849984,,,ต้องการให้มีการเรียนแบบผสมผสานทุกรร.ค่ะ ใครอยากไปก็ไป อยากอยู่ก็อยู่เพราะบางคนอยู่บ้านเเล้วเซฟตัวเองได้ดีพอ
1355837884083802117,,,ศบค เริ่มตอบโต้เราแล้วค่ะ มาลุ้นกันว่าผลลัพธ์จะเป็นอย่างไร ขอแค่เลื่อนและทำให้เรามั่นใจก็ดีใจแล้วค่ะ เราสงสารพ่อแม่ที่ต้องเป็นห่วงเรา
1355833555708829699,,,สถานการณ์ สรุปยอด ณ วันที่ ม.ค. เวลา . น.
1355822854164553728,,,ด่วน กทม.พบผู้ป่วยติดโควิดเพิ่ม ราย ศบค.กรุงเทพมหานคร รายงานสถานการณ์แพร่ระบาด พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ยอดสะสม ราย
1355817490115256320,,,สอบถามค่ะ พรุ่งนี้เราต้องไปเรียนทั้งที่สถานการณ์แบบนี้จริงๆใช่ไหมคะ
1355812403657601031,,,เปิดเทอมรอบนี้ ทั้งนักเรียนทั้งครูคือผู้เสี่ยงเท่ากันหมด แต่ละโรงเรียนไม่ได้มีแค่นักเรียนในพื้นที่นั้น แต่เค้าข้ามเขตข้ามจังหวัดกันมาเรียน คิดว่าจะควบคุมได้เหรอ
