id,username,date,time,place,tweet,hashtags,tag
1362295110868762626,pph8ufhm9cwev4o,2021-02-18,13:57:19,,พญ.อภิสมัย ศรีรังสรรค์ ทีมโฆษก ศบค. รายงานสถานการณ์การติดเชื้อ,"['covid19', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'สมองลายพราง']",pos
1362290524636389378,prd_official,2021-02-18,13:39:05,,ตลาดทางรถไฟ สมุทรสาคร เปิดขายแล้ววันแรกหลังปิดปรับปรุง วัน มาตรการของตลาดมีตั้งแต่ตรวจวัดอุณหภูมิที่ทางเข้า ทุกคนต้องสวมหน้ากากอนามัย ส่วนพ่อค้าแม่ค้าผ่านการตรวจโควิด แล้วไม่พบเชื้อและมีป้ายติดแสดงให้ผู้ซื้อเห็นเพื่อความมั่นใจ,"['โควิด19', 'โควิดสมุทรสาคร', 'โควิด19สมุทรสาคร']",pos
1362283666475339780,traffic_1197,2021-02-18,13:11:50,,สมุทรสาคร ประกาศ มาตรการป้องกันโควิด ห้ามเปิดดำเนินกิจการใดๆ เป็นการชั่วคราว ณ ตลาดกลางกุ้ง,"['โควิดสมุทรสาคร', 'โควิดวันนี้']",neg
1362269403211964418,chessthai,2021-02-18,12:15:10,,ไทยติดเชื้อโควิดเพิ่ม ราย ป่วยสะสมพุ่ง . หมื่นราย,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1362268965666320390,samutsakhon_skn,2021-02-18,12:13:25,,ตลาดสถานีรถไฟมหาชัย เปิดให้บริการแล้ววันนี้ หลังจากหยุดยาวเพื่อทำความสะอาด .,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'สถานีมหาชัย', 'สถานีรถไฟ', 'ตลาดทางรถไฟ', 'ตลาดมหาชัย', 'ตลาดสด', 'สถานีรถไฟมหาชัย']",pos
1362236959318441987,thaich8news,2021-02-18,10:06:14,,สมุทรสาคร + ราย ยอดติดเชื้อสะสมใกล้แตะ ราย อ่านข่าวที่นี่,"['ข่าวช่อง8', 'ใครๆก็ดูช่อง8กดเลข27', 'โควิดสมุทรสาคร']",neg
1362219491237588993,posttoday,2021-02-18,08:56:50,,ยอดผู้ติดเชื้อโควิดสมุทรสาคร วันนี้พบ ราย,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร']",neg
1361944371168387074,chessthai,2021-02-17,14:43:36,,จ.สมุทรสาคร ยังคงมาตราการ จัดการ ในโรงงานอย่างมีส่วนร่วมสนับสนุนในการจัดกำลังเข้าดูแล,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361940271890526214,alisz_tnn16,2021-02-17,14:27:19,,ศบค.พบผู้ติดเชื้อรายใหม่ คน จังหวัดไม่พบผู้ติดเชื้อมากกว่า วัน,"['โควิดสมุทรสาคร', 'โควิดปทุมธานี', 'โควิดวันนี้', 'โควิด', 'ข่าววันนี้', 'thailand']",neg
1361937171523854339,bookchess1,2021-02-17,14:14:59,,ส.อ.ท.ระดมทุน ล้าน สร้างรพ.สนาม เตียงในสมุทรสาคร,"['โควิด', 'จับตาสถานการณ์โรคโควิด19', 'สู้โควิดไปด้วยกัน', 'covid_19', 'โควิดสมุทรสาคร', 'โควิดสระบุรี', 'โควิด', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361920155849166851,nene_ntv,2021-02-17,13:07:23,,.น.ตัวเลขผู้ติดเชื้อ จ.สมุทรสาคร ของวันที่ ก.พ. เพิ่มขึ้นคน มาจากการตรวจเชิงรุกราย ทั้งนี้ยังมีการตรวจเชิงรุกในพื้นที่อีกวันละคน,"['โควิด19', 'โควิดสมุทรสาคร', 'สมุทรสาคร', 'โควิด']",pos
1361876754952974336,springnews_tv,2021-02-17,10:14:55,,สถานการณ์โควิด จ.สมุทรสาคร พบผู้ติดเชื้อโควิด ลดลงอย่างต่อเนื่อง ล่าสุดพบการติดเชื้อรายใหม่ ราย ยอดสะสมอยู่ที่ ราย,"['โควิด', 'โควิดสมุทรสาคร']",pos
1361862137346289668,posttoday,2021-02-17,09:16:50,,สมุทรสาครพบผู้ติดเชื้อโควิดเพิ่มราย ปิดตลาดกลางกุ้งถึงก.พ.,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร']",neg
1361857710396870659,infoquestnews,2021-02-17,08:59:14,,#สมุทรสาคร พบผู้ติดเชื้อโควิดเพิ่ม รายปิดตลาดกลางกุ้งต่อถึง ก.พ.,"['สมุทรสาคร', 'โควิดสมุทรสาคร', 'ตลาดกลางกุ้ง', 'โควิดวันนี้', 'อินโฟเควสท์']",neg
1361845185567621123,traffic_1197,2021-02-17,08:09:28,,สถานการณ์โควิด จังหวัดสมุทรสาคร วันที่ กุมภาพันธ์ เวลา .น. พบผู้ติดเชื้อเพิ่ม ราย ผู้ติดเชื่อสะสม ราย,"['โควิดสมุทรสาคร', 'โควิด19']",neg
1361674538065387523,samutsakhon_skn,2021-02-16,20:51:23,,จำนวน ผู้ติดเชื้อ ที่รักษาหายแล้ว ยังคงรักษาอยู่ ของจังหวัดสมุทรสาคร . เหลือ รักษาอยู่ คน,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'เราชนะ']",pos
1361611130636890115,kruenarom,2021-02-16,16:39:25,,หยุด วันมาหลายอาทิตย์แล้ว แต่ไปไหนไม่ได้ ไปหาลูกก็ไม่ได้,"['โควิดสมุทรสาคร', 'อยู่ในโหมดคิดถึงลูก', 'แม่ติดลูก']",pos
1361591966937546752,pat_thaipbs,2021-02-16,15:23:16,,ลุยค้นหาผู้ติดเชื้อ กลุ่มเสี่ยงเพิ่ม.. เร่งเคลียร์ อ.บ้านแพ้ว จ.สมุทรสาคร ให้เป็นพื้นที่ปลอดโควิด.. หลังพบผู้ติดเชื้อสะสม คน ใน ต.อำแพง จุดนี้ ..ตรวจเชิงรุก คน .ใกล้ตลาดนัด,['โควิดสมุทรสาคร'],neg
1361576657316843527,pph8ufhm9cwev4o,2021-02-16,14:22:26,,นักศึกษาแพทย์ มธ.รังสิต ติดโควิด เตือนเลี่ยงเดินทางใกล้ รพ.ธรรมศาสตร์ฯ,"['โควิด19', 'ธรรมศาสตร์', 'ธรรมศาสตร์รังสิต', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1361571346950496264,pph8ufhm9cwev4o,2021-02-16,14:01:20,,ไม่ต้องรีบ กรุงไทย ขยายเวลาลงทะเบียน เราชนะ สำหรับประชาชนกลุ่มไม่มีสมาร์ตโฟน ไปจนถึงวันที่ มีนาคม,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361569303342895108,chu_onlinenews,2021-02-16,13:53:13,,#สมุทรสาคร ปิดตลาดกลางกุ้งต่อ คณะกรรมการควบคุมโรคติดต่อจังหวัดสมุทรสาคร มีคำสั่งปิดตลาดกลางกุ้ง ต่อถึง ก.พ. หลังผู้ค้าตลาดยังปรับปรุงตามมาตรฐานสาธารณสุข ไม่แล้วเสร็จ,"['สมุทรสาคร', 'โควิด19', 'โควิดสมุทรสาคร', 'โควิด']",neg
1361555766876856327,chessthai,2021-02-16,12:59:25,,เราชนะวุ่น คนแก่เป็นลม ต่อคิวยาวสู้แดด คลังย้ำไม่ต้องรีบ ขยายเวลาถึง มี.ค. คนเข้าเกณฑ์ได้สิทธิทุกคน,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361555356820795392,bookchess1,2021-02-16,12:57:48,,อธิบดีกรมควบคุมโรค ตอบคำถาม กรณี จริงหรือไม่ ประเทศไทยพบผู้ติดเชื้อโควิด...สายพันธุ์เเอฟริกา,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361548206262259716,pom62598119,2021-02-16,12:29:23,,#จับเครือข่าย เจ๊เพชร ลอบขนแรงงานต่างชาติแพร่เชื้อ โควิดสมุทรสาคร,"['จับเครือข่าย', 'เจ๊เพชร', 'แรงงานต่างชาติ', 'โควิดสมุทรสาคร', 'โควิด19', 'โควิด', 'สมุทรสาครวิด19']",neg
1361544586091368449,brighttodayth,2021-02-16,12:15:00,,จับเครือข่าย เจ๊เพชร ลอบขนแรงงานต่างชาติแพร่เชื้อ โควิดสมุทรสาคร,"['เจ๊เพชร', 'แรงงานต่างชาติ', 'โควิดสมุทรสาคร', 'โควิด19', 'โควิด', 'สมุทรสาคร']",neg
1361542908407472128,elamanith,2021-02-16,12:08:20,,ผู้ติดเชื้อ ในประเทศไทยวันนี้เพิ่มขึ้น รายลดลงมากกว่าครึ่งจากเมื่อวาน โดย จังหวัดที่ติดเชื้อมากสุดยังคงเป็น ปทุมธานี ราย สมุทรสาคร ราย,"['โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดปทุมธานี', 'โควิดสมุทรสาคร']",pos
1361537141088555011,lifesaverbkk19,2021-02-16,11:45:25,,และนี่ก็คือน้อง ของเรา หอมชื่นใจไม่แพ้กลิ่นไหนๆ กลิ่นเหมือนโชคดีมีชัยเซตตรุษจีน,"['แคปชั่นน่ารัก', 'covid19', 'โควิด', 'โควิดกรุงเทพ', 'โควิดสมุทรสาคร', 'สเปรย์แอลกอฮอล์', 'กุหลาบ', 'กลิ่นกุหลาบ']",pos
1361531933138673673,fm10750,2021-02-16,11:24:43,,มหาชัยพบผู้ติดเชื้อเพิ่ม ราย จังหวัดสมุทรสาคร รายงานผู้ป่วยติดเชื้อโควิด รายใหม่เพิ่ม ราย ยอดสะสม ราย รวมยอดค้นหาสะสม ราย,"['โควิดสมุทรสาคร', 'thailand', 'สถานีสื่อช่อสะอาด']",neg
1361506767734145027,s_aomeer,2021-02-16,09:44:43,,ประชาชนเดือดร้อนกันชห. ตัวเองเอาเงินมาสร้างโดม สร้างห้องแอร์พร้อมมีทีวีจอยักษ์ ไว้ดูหนังดูละคร ไอ้พวกเวร,"['โควิดสมุทรสาคร', 'อภิปรายไม่ไว้วางใจ']",pos
1361494818149396485,traffic_1197,2021-02-16,08:57:14,,#โควิดสมุทรสาคร วันที่ ก.พ. พบผู้ป่วยโควิด เพิ่ม ราย โดยทั้งหมดพบในระบบบริการโรงพยาบาล รวมผู้ป่วยสะสม ราย #,"['โควิดสมุทรสาคร', 'covid19']",neg
1361483647476322304,springnews_tv,2021-02-16,08:12:51,,สถานการณ์โควิด ที่ จ.สมุทรสาคร ล่าสุดพบว่าหลังเร่งค้นหาเชิงรุกวันนี้ ไม่พบผู้ป่วยจากการค้าหาเชิงรุก ส่วนผู้ติดเชื้อรายใหม่ ราย เป็นผู้ป่วยที่เข้ามารักษาตัวที่โรงพยาบาลทำให้ยอดสะสมเพิ่มเป็น ราย,"['โควิด19', 'โควิดสมุทรสาคร']",neg
1361474526060580865,bukgu,2021-02-16,07:36:36,,แล้วไทยล่ะอยู่ตรงไหน ป้องกันตัวเองต่อไป,"['โควิดสมุทรสาคร', 'วัคซีนโควิด19']",pos
1361298154247741442,samutsakhon_skn,2021-02-15,19:55:46,,ส.อ.ท. จัดพิธีบวงสรวงก่อนเร่งสร้างโรงพยาบาลสนาม แห่งที่ จังหวัดสมุทรสาคร . รองรับผู้ติดเชื้อโควิด บนพื้นที่ ไร่ .,"['ศูนย์ห่วงใยคนสาคร', 'โรงพยาบาลสนาม', 'โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'มหาชัย', 'สมุทรสาคร', 'ต่างด้าว', 'ต่างชาติ', 'หมอชนะ', 'เราชนะ']",pos
1361268596769349632,traffic_1197,2021-02-15,17:58:19,,สถานการณ์ จังหวัดสมุทรสาคร วันที่ กุมภาพันธ์ เวลา.น. พบผู้ติดเชื้อเพิ่ม ราย ยอดผู้ติดเชื้อสะสม ราย,"['โควิดสมุทรสาคร', 'covid19', 'covid_19']",neg
1361255203148681218,brighttodayth,2021-02-15,17:05:05,,เปิดไทม์ไลน์ โควิดวันนี้ ตายอีก ราย เป็นชายสูงวัย อาชีพค้าขายผัก และชาวสมุทรสาคร ลูกสาวที่ติดเชื้อมาเยี่ยมที่บ้าน,"['โควิดวันนี้', 'ไทม์ไลน์โควิด', 'โควิด', 'โควิดสมุทรสาคร']",pos
1361251062158553091,pph8ufhm9cwev4o,2021-02-15,16:48:38,,ศบค.ย้ำต้องเพิ่มเวลากักตัว วัน ผู้มาจากประเทศเสี่ยงสูง,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361249860544917504,springnews_tv,2021-02-15,16:43:52,,หมอประสิทธิ์ เผยอาการ ผู้ว่าฯ สมุทรสาคร หายใจได้เองแล้ว วันที่ผ่านมา เตรียมออกจากห้องไอซียูในสัปดาห์หน้า ลดยาทั้งหมดแล้ว ปอดสามารถใช้งานได้ปกติแม้จะกลับมาไม่สมบูรณ์ เตรียมเสริมอาหารทางสายยางร่วมให้ทางปาก,"['โควิด', 'โควิดสมุทรสาคร']",pos
1361249344482013187,pph8ufhm9cwev4o,2021-02-15,16:41:49,,ชาวขอนแก่น ไม่มีสมาร์ทโฟนแห่ลงทะเบียนเราชนะ แน่น,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361248472419037189,pph8ufhm9cwev4o,2021-02-15,16:38:21,,ธนาคารแทบแตก แห่ลงทะเบียน เราชนะ ล้น ยกมือไหว้ขอรัฐ ให้ได้เงิน,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361216083219214339,samutsakhon_skn,2021-02-15,14:29:39,,จำนวน ยอดผู้ติดเชื้อที่รักษาหายแล้ว อยู่ระหว่างการรักษา ของจังหวัดสมุทรสาคร .,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'มหาชัย', 'สมุทรสาคร', 'ผู้ติดเชื้อ', 'รักษาหาย', 'สาธารณสุข']",pos
1361206282913419264,pom62598119,2021-02-15,13:50:42,,#โคผู้ติดเชื้อ ในประเทศไทยวันนี้เพิ่มขึ้น ราย โดย จังหวัดที่ติดเชื้อมากสุดยังคงเป็น สมุทรสาคร ราย ปทุมธานี ราย,"['โคผู้ติดเชื้อ', 'โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดปทุมธานี', 'โควิดสมุทรสาคร']",pos
1361203876410527746,elamanith,2021-02-15,13:41:08,,ผู้ติดเชื้อ ในประเทศไทยวันนี้เพิ่มขึ้น ราย โดย จังหวัดที่ติดเชื้อมากสุดยังคงเป็น สมุทรสาคร ราย ปทุมธานี ราย,"['โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดปทุมธานี', 'โควิดสมุทรสาคร']",pos
1361194570684370946,chessthai,2021-02-15,13:04:10,,ไม่ต้องรีบ กลุ่มไม่มีสมาร์ทโฟน ลงทะเบียน เราชนะ ได้ถึง ก.พ.,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1361153270329184263,fm10750,2021-02-15,10:20:03,,ลดวูบ มหาชัยพบติดเชื้อ ราย จังหวัดสมุทรสาคร รายงานผู้ป่วยติดเชื้อโควิด รายใหม่เพิ่ม ราย ยอดสะสม ราย รวมยอดค้นหาสะสม ราย,"['โควิดสมุทรสาคร', 'thailand', 'สถานีสื่อช่อสะอาด']",neg
1361142075912196098,springnews_tv,2021-02-15,09:35:34,,สถานการณ์โควิด ที่ จ.สมุทรสาคร หลังเร่งค้นหาเชิงรุกต่อเนื่อง ล่าสุดสถานการณ์พบผู้ติดเชื้อรายใหม่เพิ่ม ราย ทำให้ยอดสะสมเพิ่มเป็น ราย,"['spring', 'โควิด19', 'โควิดสมุทรสาคร']",neg
1361134494321795074,thansettakij,2021-02-15,09:05:26,,สมุทรสาครติดเชื้อโควิดรายใหม่เพิ่ม ราย เสียชีวิต ราย,"['covid19', 'โควิด19', 'โควิดสมุทรสาคร']",neg
1361112973754818562,traffic_1197,2021-02-15,07:39:55,,จังหวัดสมุทรสาคร พบผู้ติดเชื้อ เพิ่ม คน เป็นคนไทย คน แรงงานข้ามชาติ คน ยอดติดเชื้อสะสม คน หายป่วยแล้ว คน,['โควิดสมุทรสาคร'],neg
1360995453777498112,pat_thaipbs,2021-02-14,23:52:56,,พาไปดู.. เมื่อ น้องหมาน้องแมว ต้องมาตรวจหาเชื้อโควิด ทีมสัตวแพทย์ จุฬาฯ ลงพื้นที่ ต.ท่าทราย อ.เมือง จ.สมุทรสาคร เป็นเวลา วัน..เพื่อตรวจหาเชื้อโควิดในกลุ่มหมา แมว และตรวจภูมิคุ้มกัน แอนติบอดี้ ว่ามีหรือไม่,"['โควิดหมาแมว', 'โควิดสมุทรสาคร']",pos
1360944853324980225,kruenarom,2021-02-14,20:31:52,,คิดถึงลูกมาก มากจนต้องพยายามปรับความรู้สึกตัวเอง ดึงใจ ดึงสติ ตอนนี้มันยังเจอกันไม่ได้,"['โควิดสมุทรสาคร', 'อยู่ในโหมดคิดถึงลูก', 'แม่ติดลูก', 'ชีวิตลำพัง', 'ชีวิตพังพัง']",pos
1360933571955843077,pptvhd36,2021-02-14,19:47:03,,โรงพัก เรือนจำ ห้องกัก เสี่ยงโควิด จับผู้ต้องหา คุมขังหลายวัน ส่งตม.ตรวจเชิงรุกพบติดเชื้อ,"['โควิด', 'โควิด19', 'ไวรัสโคโรนา', 'โควิดกทม', 'ไทม์ไลน์โควิด', 'โควิดสมุทรสาคร']",neg
1360906703370260480,chessthai,2021-02-14,18:00:17,,หลักสิบ สมุทรสาคร พบผู้ติดเชื้อโควิด รายใหม่ ราย เป็นต่างด้าวทั้งหมด,"['โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิด', 'จับตาสถานการณ์โรคโควิด19', 'สู้โควิดไปด้วยกัน', 'covid_19', 'โควิดสมุทรสาคร', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1360898304280645633,isra_news,2021-02-14,17:26:54,,ส่งนักรบเสื้อขาวปัตตานี ช่วยสู้โควิดที่สมุทรสาคร,"['isranews', 'ศูนย์ข่าวภาคใต้', 'นักรบชุดขาว', 'โควิดสมุทรสาคร']",pos
1360896522225815552,springnews_tv,2021-02-14,17:19:49,,รศ.นพ.นิธิพัฒน์ เจียรกุล แพทย์จากโรงพยาบาลศิริราช โพสต์เล่าวิธีการรักษาอาการป่วยของ ผู้ว่าฯ สมุทรสาคร เผยเตรียมลุยปฏิบัติการ คืนปูสู่สาคร,"['โควิด', 'โควิดสมุทรสาคร']",pos
1360864271853215753,pptvhd36,2021-02-14,15:11:40,,หมอเผยเบื้องหลัง จากวันที่คิดว่ากลับมาไม่ได้ ปาฏิหาริย์มีจริง ผู้ว่าฯสมุทรสาคร หาย เรื่องเพลงโปรด ช้ำใจทีมรัก,"['ผู้ว่าสมุทรสาคร', 'วีระศักดิ์วิจิตร์แสงศรี', 'ผู้ว่าฯสมุทรสาคร', 'โควิดสมุทรสาคร', 'โควิด19', 'ไวรัสโคโรนา', 'ศิริราช', 'นิธิพัฒน์เจียรสกุล', 'ลิเวอร์พูล']",pos
1360844784613515268,bookchess1,2021-02-14,13:54:14,,วันนี้ ก.พ. ศบค. รายงาน ยอดผู้ติดเชื้อ โควิด ของประเทศไทย ว่า,"['โควิด19', 'covid', 'ยอดโควิดไทย', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง', 'ม็อบ13กุมภา']",neg
1360835584437018627,amour_windyme,2021-02-14,13:17:41,,ตัวอย่างความบ้งและงงงวยในการแก้ปัญหาและช่วยเหลือประชาชนของหน่วยงานรัฐ ในเรื่อง,"['โควิด', 'โควิดสมุทรสาคร']",pos
1360819786448470016,pptvhd36,2021-02-14,12:14:54,,ตลาดปทุมฯน่าห่วง ติดโควิดพุ่ง คน วันนี้ยอดรวม กทม.ยังลาม พบเคยเป็นแล้วกลับมาติดเชื้ออีก,"['โควิด', 'โควิด19', 'ไวรัสโคโรนา', 'โควิดสมุทรสาคร', 'ติดเชื้อรายใหม่', 'โควิดปทุมธานี', 'โควิดกรุงเทพ', 'ศบค']",pos
1360802543698210822,jmejao7qea3n9ph,2021-02-14,11:06:23,,#โสมุทรสาครติดเชื้อ โควิด เพิ่มอีก ราย ป่วยสะสมทั้งหมด ราย,"['โสมุทรสาครติดเชื้อ', 'โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดสมุทรสาคร']",neg
1360801419868008448,iammee_me,2021-02-14,11:01:55,,สมุทรสาครติดเชื้อ โควิด เพิ่มอีก ราย ป่วยสะสมทั้งหมด ราย,"['โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดสมุทรสาคร']",neg
1360786356214001665,springnews_tv,2021-02-14,10:02:04,,สมุทรสาคร พบผู้ติดเชื้อโควิด เพิ่ม ราย เป็นชาวต่างชาติทั้งหมด จากการตรวจเชิงรุก ราย มาตรวจที่โรงพยาบาล ราย ส่งผลให้ยอดผู้ติดเชื้อสะสมขยับเป็น ราย,"['โควิด', 'โควิดสมุทรสาคร']",pos
1360776443395858436,infoquestnews,2021-02-14,09:22:40,,#สมุทรสาคร พบผู้ติดเชื้อโควิดเพิ่ม ราย ชะลอต่อเนื่องจากเมื่อวาน,"['สมุทรสาคร', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร', 'อินโฟเควสท์']",neg
1360770304000151557,fm10750,2021-02-14,08:58:17,,ด่วน มหาชัย ยอดติดเชื้อทะลุ . หมื่น จังหวัดสมุทรสาคร รายงานผู้ป่วยติดเชื้อโควิดเพิ่ม ราย ยอดสะสม ราย,"['โควิดสมุทรสาคร', 'thailand', 'สถานีสื่อช่อสะอาด']",neg
1360602898430791688,pph8ufhm9cwev4o,2021-02-13,21:53:04,,ปทุมธานีตรวจเชิงรุกวันติดโควิดแล้ว คน,"['โควิด19', 'covid19', 'โควิดระบาดรอบ2', 'ข่าวภูมิภาค', 'ข่าวปทุมธานี', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1360600323241377795,bookchess1,2021-02-13,21:42:50,,และแล้วพวกหัวรุนแรง ที่แฝงตัวเป็นผู้ชุมนุมก็เริ่มปาระเบิดใส่แนวของ ตร แล้ว ดูในภาพนะ เจ๊ต้องสั่งให้เด็กเจ๊ถอยออกมาก่อน เด็กเจ๊ปกติขับแต่วินเจอแบบนี้เข้าไปก็ต้องตกใจนิดนึง,"['ม็อบ13กุมภา', 'เซ็งม๊อบ13กุมภา', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'โควิดสมุทรสาคร']",pos
1360519597921685504,pat_thaipbs,2021-02-13,16:22:04,,เป็นห่วง...สถานการณ์ในตลาดสมุทรสาคร.. ต้องมุ่งเน้นมาตรการกันเข้มขึ้นหลังจากนี้.. ถ้าปรับไม่ได้..สถานการณ์ลำบากแน่นอน.. นพ.นเรศฤทธิ์ ขัดธะสีมา นายแพทย์สาธารณสุขจังหวัดสมุทรสาคร,['โควิดสมุทรสาคร'],pos
1360483924401508352,pph8ufhm9cwev4o,2021-02-13,14:00:18,,เร่งเคลียร์ ปทุมธานี ระบาดเป็นกลุ่มก้อน วันเดียวติดโควิด คน,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1360464196509462529,chessthai,2021-02-13,12:41:55,,บิ๊กตู่ ส่งกำลังใจทีมแพทย์ ตั้งเป้าฉีดวัคซีน ล้านโดสต่อเดือน คิกออฟภายใน ก.พ.นี้,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1360436736354963457,thaipbsnews,2021-02-13,10:52:48,,#โควิดสมุทรสาคร วันนี้ ก.พ. ยังเดินหน้าตรวจเชิงรุกต่อเนื่อง เพื่อค้นกลุ่มเป้าหมาย คน ผู้สื่อข่าวรายงานว่า ที่ศาลากลางจังหวัดสมุทรสาคร มีประชาชนทยอยมาตรวจหาเชื้อ,"['โควิดสมุทรสาคร', 'โควิด19', 'thaipbsnews']",pos
